,emp_length,purpose,addr_state,funded_amnt_inv,int_rate,annual_inc,dti,inq_last_6mths,pub_rec,revol_util,pub_rec_bankruptcies,pnt_loan_annual
20214,9.0,small_business,TX,16500.0,0.1565,95000.0,6.58,1.0,0.0,0.478,0.0,0.17894736842105263
20218,0.0,debt_consolidation,NC,24450.0,0.1528,53000.0,18.27,1.0,0.0,0.718,0.0,0.4716981132075472
20219,2.0,other,VA,15000.0,0.1602,72000.0,5.4,1.0,0.0,0.582,0.0,0.20833333333333334
20223,0.0,debt_consolidation,GA,20000.0,0.1454,83000.0,12.67,0.0,0.0,0.499,0.0,0.24096385542168675
20224,0.0,car,CA,6400.0,0.0579,42000.0,16.31,0.0,0.0,0.171,0.0,0.1523809523809524
20225,5.0,debt_consolidation,AZ,9996.22819955195,0.0729,32000.0,17.59,0.0,0.0,0.454,0.0,0.3125
20227,2.0,credit_card,AZ,12000.0,0.1037,60000.0,11.9,0.0,0.0,0.842,0.0,0.2
20229,nan,credit_card,CA,19975.0,0.1111,56533.0,15.79,2.0,0.0,0.346,0.0,0.35377567084711586
20230,5.0,debt_consolidation,OH,17500.0,0.1111,57000.0,10.44,0.0,0.0,0.696,0.0,0.3157894736842105
20232,5.0,debt_consolidation,CA,9996.36461424604,0.1,29000.0,18.7,1.0,0.0,0.487,0.0,0.3448275862068966
20235,9.0,debt_consolidation,FL,24975.0,0.1037,150000.0,10.84,0.0,0.0,0.217,0.0,0.16666666666666666
20238,nan,debt_consolidation,KS,4000.0,0.1074,34800.0,1.97,1.0,0.0,0.027,0.0,0.11494252873563218
20239,8.0,small_business,KS,24871.5826669337,0.1528,174996.0,4.16,1.0,1.0,0.137,1.0,0.14286040823790258
20240,0.0,debt_consolidation,LA,8000.0,0.0729,30996.0,29.27,0.0,0.0,0.486,0.0,0.2580978190734288
20242,4.0,credit_card,GA,3600.0,0.0692,65000.0,23.69,0.0,0.0,0.699,0.0,0.055384615384615386
20243,6.0,debt_consolidation,DC,8000.0,0.1037,51996.0,13.34,0.0,0.0,0.526,0.0,0.15385798907608278
20244,11.0,debt_consolidation,WA,8000.0,0.1268,35000.0,5.93,0.0,1.0,0.397,1.0,0.22857142857142856
20245,0.0,debt_consolidation,CA,2400.0,0.1223,16428.0,8.33,0.0,0.0,0.417,0.0,0.14609203798392986
20248,4.0,debt_consolidation,CA,19508.56,0.1343,98000.0,10.26,1.0,0.0,0.591,0.0,0.20408163265306123
20249,4.0,debt_consolidation,CT,7000.0,0.0729,56000.0,15.49,1.0,0.0,0.402,0.0,0.125
20250,6.0,debt_consolidation,NY,11969.9902496146,0.0766,33280.0,15.5,1.0,0.0,0.525,0.0,0.3605769230769231
20251,6.0,debt_consolidation,NJ,20400.0,0.1037,69996.0,8.91,0.0,0.0,0.214,0.0,0.2914452254414538
20254,nan,home_improvement,OR,7971.13044179471,0.0542,108000.0,0.53,0.0,0.0,0.076,0.0,0.07407407407407407
20255,2.0,debt_consolidation,NJ,12000.0,0.1565,48000.0,9.75,0.0,0.0,0.381,0.0,0.25
20257,11.0,other,FL,4400.0,0.138,95459.0,9.57,3.0,0.0,0.246,0.0,0.04609308708450748
20258,7.0,debt_consolidation,MO,2000.0,0.1074,42900.0,2.69,1.0,0.0,0.09,0.0,0.046620046620046623
20259,3.0,debt_consolidation,NC,10000.0,0.1602,68000.0,6.49,1.0,0.0,0.869,0.0,0.14705882352941177
20260,0.0,debt_consolidation,VA,8000.0,0.0963,125000.0,13.45,0.0,0.0,0.897,0.0,0.064
20262,1.0,home_improvement,IL,9600.0,0.0579,65000.0,9.42,1.0,0.0,0.089,0.0,0.1476923076923077
20263,9.0,small_business,SC,25000.0,0.1343,78000.0,8.28,1.0,0.0,0.447,0.0,0.32051282051282054
20264,4.0,other,FL,4000.0,0.138,36000.0,5.0,1.0,1.0,0.675,1.0,0.1111111111111111
20266,8.0,debt_consolidation,NJ,7000.0,0.0579,42000.0,18.09,2.0,0.0,0.351,0.0,0.16666666666666666
20267,1.0,vacation,CA,10000.0,0.0579,60000.0,2.22,0.0,0.0,0.134,0.0,0.16666666666666666
20268,6.0,debt_consolidation,CA,5450.0,0.0766,48000.0,20.57,3.0,0.0,0.582,0.0,0.11458333333333333
20269,3.0,debt_consolidation,CA,11775.0,0.0692,40000.0,28.5,0.0,0.0,0.311,0.0,0.295
20270,11.0,car,NV,2500.0,0.0766,70800.0,7.95,0.0,0.0,0.955,0.0,0.03531073446327684
20271,6.0,credit_card,FL,14475.0,0.0729,52828.0,17.63,0.0,0.0,0.647,0.0,0.2744756568486409
20272,11.0,car,OH,6500.0,0.0729,48000.0,19.88,0.0,0.0,0.469,0.0,0.13541666666666666
20273,nan,debt_consolidation,AZ,1000.0,0.1074,43200.0,19.5,0.0,0.0,0.724,0.0,0.023148148148148147
20274,11.0,debt_consolidation,TX,6000.0,0.0542,84000.0,17.51,0.0,0.0,0.254,0.0,0.07142857142857142
20275,5.0,debt_consolidation,NH,8450.0,0.0692,75000.0,18.75,0.0,0.0,0.214,0.0,0.11333333333333333
20276,7.0,medical,IL,24700.0,0.1074,72444.0,4.62,0.0,0.0,0.0,0.0,0.3450941416818508
20277,3.0,debt_consolidation,FL,8800.0,0.1,65000.0,5.96,2.0,0.0,0.062,0.0,0.13538461538461538
20278,11.0,small_business,CA,15000.0,0.1528,45000.0,10.43,0.0,0.0,0.811,0.0,0.3333333333333333
20279,0.0,credit_card,NY,12000.0,0.1037,85000.0,9.02,0.0,0.0,0.778,0.0,0.1411764705882353
20280,6.0,debt_consolidation,WA,16750.0,0.164,51000.0,20.59,2.0,1.0,0.79,0.0,0.3284313725490196
20281,3.0,debt_consolidation,PA,10000.0,0.1714,46000.0,22.12,2.0,0.0,0.407,0.0,0.21739130434782608
20282,3.0,debt_consolidation,NY,8000.0,0.0692,72000.0,4.13,0.0,0.0,0.0,0.0,0.1111111111111111
20283,nan,home_improvement,MI,6000.0,0.0729,36000.0,28.23,4.0,0.0,0.092,0.0,0.16666666666666666
20284,nan,moving,CA,2375.0,0.1,9600.0,16.63,0.0,0.0,0.697,0.0,0.24739583333333334
20286,2.0,debt_consolidation,AZ,10000.0,0.1111,45000.0,15.84,2.0,1.0,0.422,1.0,0.2222222222222222
20287,2.0,debt_consolidation,IL,3800.0,0.0729,13200.0,17.18,1.0,0.0,0.287,0.0,0.2878787878787879
20291,5.0,major_purchase,NY,17000.0,0.0766,42000.0,23.31,0.0,0.0,0.327,0.0,0.40476190476190477
20294,11.0,other,CA,3500.0,0.0729,75996.0,15.54,0.0,0.0,0.772,0.0,0.04605505552923838
20295,8.0,major_purchase,NY,6975.0,0.0729,70356.0,5.97,0.0,0.0,0.805,0.0,0.09949400193302632
20296,3.0,debt_consolidation,MO,2000.0,0.1491,43200.0,8.19,0.0,0.0,0.97,0.0,0.046296296296296294
20297,0.0,other,NJ,4500.0,0.1268,35004.0,20.71,0.0,0.0,0.859,0.0,0.12855673637298595
20298,11.0,debt_consolidation,NY,7200.0,0.0579,84000.0,4.01,2.0,0.0,0.456,0.0,0.08571428571428572
20299,2.0,credit_card,NV,12750.0,0.0692,76800.0,26.14,0.0,0.0,0.618,0.0,0.16666666666666666
20302,11.0,home_improvement,NY,24500.0,0.138,125000.0,21.89,2.0,0.0,0.63,0.0,0.2
20303,4.0,other,FL,1500.0,0.1111,28452.0,0.0,1.0,0.0,0.0,0.0,0.052720371151412905
20304,11.0,credit_card,NY,7196.18926179695,0.0692,60000.0,24.3,1.0,0.0,0.233,0.0,0.12
20307,11.0,debt_consolidation,KY,6400.0,0.1037,103000.0,7.74,1.0,0.0,0.414,0.0,0.062135922330097085
20308,0.0,home_improvement,TX,24400.0,0.1417,232500.0,10.49,3.0,0.0,0.607,0.0,0.10752688172043011
20310,1.0,debt_consolidation,OH,9996.17000632228,0.0579,35000.0,25.75,0.0,0.0,0.143,0.0,0.2857142857142857
20311,0.0,debt_consolidation,NV,6500.0,0.1111,80000.0,8.13,2.0,0.0,0.895,0.0,0.08125
20313,5.0,debt_consolidation,MN,1800.0,0.0542,27996.0,1.97,0.0,0.0,0.086,0.0,0.06429489927132448
20314,nan,debt_consolidation,CA,1200.0,0.1037,9600.0,11.5,0.0,0.0,0.327,0.0,0.125
20316,11.0,debt_consolidation,NJ,5600.0,0.1343,80000.0,16.95,1.0,0.0,0.478,0.0,0.07
20317,1.0,debt_consolidation,OH,5600.0,0.0963,24000.0,17.45,0.0,0.0,0.3,0.0,0.23333333333333334
20318,3.0,other,CA,5000.0,0.0692,39996.0,3.0,0.0,0.0,0.296,0.0,0.125012501250125
20319,4.0,debt_consolidation,CA,13200.0,0.164,30000.0,15.48,2.0,0.0,0.81,0.0,0.44166666666666665
20320,3.0,car,NJ,4775.0,0.0579,33600.0,11.71,0.0,0.0,0.611,0.0,0.14285714285714285
20322,9.0,major_purchase,NJ,18400.0,0.0963,120000.0,3.68,0.0,0.0,0.125,0.0,0.15333333333333332
20325,2.0,debt_consolidation,NY,6000.0,0.1,79000.0,2.9,0.0,0.0,0.194,0.0,0.0759493670886076
20327,7.0,debt_consolidation,TX,24450.0,0.1111,70000.0,25.17,0.0,0.0,0.661,0.0,0.35714285714285715
20329,4.0,debt_consolidation,UT,12200.0,0.1528,51600.0,22.23,3.0,0.0,0.646,0.0,0.2364341085271318
20330,7.0,small_business,CA,19400.0,0.1268,100000.0,12.96,2.0,0.0,0.311,0.0,0.2
20332,11.0,debt_consolidation,WA,7175.0,0.0729,40351.56,17.75,0.0,1.0,0.426,1.0,0.17843176323294566
20333,1.0,debt_consolidation,DC,8000.0,0.1565,70000.0,5.04,0.0,0.0,0.927,0.0,0.11428571428571428
20337,4.0,debt_consolidation,MD,5300.0,0.0542,20160.0,28.33,0.0,0.0,0.422,0.0,0.2628968253968254
20338,6.0,credit_card,FL,8000.0,0.1,78000.0,20.02,1.0,0.0,0.803,0.0,0.10256410256410256
20339,0.0,debt_consolidation,NY,12000.0,0.0766,45000.0,19.49,1.0,0.0,0.372,0.0,0.26666666666666666
20341,1.0,debt_consolidation,NJ,6000.0,0.0963,72000.0,10.62,1.0,0.0,0.745,0.0,0.08333333333333333
20342,4.0,small_business,TX,12000.0,0.1074,110000.0,6.94,3.0,0.0,0.592,0.0,0.10909090909090909
20343,11.0,debt_consolidation,NY,15000.0,0.1343,75000.0,8.64,1.0,0.0,0.378,0.0,0.2
20346,4.0,wedding,NY,19950.0,0.138,65000.0,15.66,1.0,0.0,0.166,0.0,0.3076923076923077
20348,3.0,debt_consolidation,NJ,10000.0,0.0579,137004.0,13.02,1.0,0.0,0.288,0.0,0.0729905696184053
20349,3.0,debt_consolidation,AK,12000.0,0.1074,46000.0,20.97,0.0,0.0,0.765,0.0,0.2608695652173913
20350,0.0,debt_consolidation,MN,6000.0,0.0766,40000.0,5.28,1.0,0.0,0.213,0.0,0.15
20351,2.0,small_business,WA,24500.0,0.138,430000.0,2.87,2.0,0.0,0.0,0.0,0.05813953488372093
20352,0.0,small_business,CO,5375.0,0.1111,28800.0,24.83,1.0,0.0,0.254,0.0,0.18663194444444445
20353,11.0,credit_card,NV,11975.0,0.0766,29435.0,16.76,0.0,0.0,0.557,0.0,0.4076779344317989
20354,2.0,car,AZ,5000.0,0.0542,105000.0,5.14,1.0,0.0,0.085,0.0,0.047619047619047616
20355,11.0,major_purchase,NC,5000.0,0.0729,60000.0,15.84,1.0,0.0,0.328,0.0,0.08333333333333333
20358,3.0,small_business,TX,3000.0,0.1111,80000.0,18.29,0.0,0.0,0.426,0.0,0.0375
20359,2.0,wedding,IL,12000.0,0.0729,64575.0,10.16,1.0,0.0,0.165,0.0,0.18583042973286876
20360,6.0,debt_consolidation,PA,5000.0,0.0692,44908.0,2.67,0.0,1.0,0.077,1.0,0.11133873697336777
20362,11.0,car,NV,6000.0,0.1074,28800.0,3.21,1.0,0.0,0.157,0.0,0.20833333333333334
20363,11.0,debt_consolidation,MD,9575.0,0.1074,115731.0,0.25,3.0,0.0,0.376,0.0,0.08316699933466401
20365,2.0,debt_consolidation,PA,14000.0,0.1037,82000.0,13.8,0.0,0.0,0.198,0.0,0.17073170731707318
20366,11.0,debt_consolidation,CA,12000.0,0.0729,35400.0,22.95,1.0,0.0,0.308,0.0,0.3389830508474576
20369,11.0,small_business,MN,8400.0,0.1491,62400.0,0.27,1.0,0.0,0.02,0.0,0.1346153846153846
20371,11.0,car,MD,9613.4485146634,0.0766,107500.0,28.4,1.0,1.0,0.305,1.0,0.09302325581395349
20373,6.0,debt_consolidation,FL,5600.0,0.1037,56000.0,23.87,0.0,1.0,0.874,1.0,0.1
20374,4.0,medical,NY,6000.0,0.0579,50000.0,7.1,0.0,0.0,0.0,0.0,0.12
20375,4.0,small_business,GA,7975.0,0.0579,40000.0,19.41,1.0,0.0,0.065,0.0,0.2
20377,0.0,debt_consolidation,NY,7750.0,0.1037,27000.0,21.64,0.0,0.0,0.818,0.0,0.28703703703703703
20379,6.0,debt_consolidation,PA,8000.0,0.1,43000.0,20.54,0.0,0.0,0.74,0.0,0.18604651162790697
20380,7.0,car,CA,10000.0,0.1306,84000.0,18.99,2.0,0.0,0.022,0.0,0.11904761904761904
20381,0.0,car,NY,6800.0,0.1306,77604.0,10.1,2.0,0.0,0.672,0.0,0.0876243492603474
20383,2.0,debt_consolidation,CA,14000.0,0.1,120000.0,13.36,0.0,0.0,0.881,0.0,0.11666666666666667
20384,4.0,wedding,TX,16000.0,0.0963,172000.0,5.92,0.0,0.0,0.0,0.0,0.09302325581395349
20385,11.0,debt_consolidation,OK,18000.0,0.1037,115000.0,5.28,0.0,0.0,0.583,0.0,0.1565217391304348
20387,2.0,major_purchase,CA,2500.0,0.0542,39996.0,8.76,0.0,0.0,0.283,0.0,0.0625062506250625
20389,2.0,debt_consolidation,AL,4000.0,0.1268,22000.0,7.47,1.0,0.0,0.257,0.0,0.18181818181818182
20390,4.0,debt_consolidation,FL,2300.0,0.1343,68000.0,18.0,2.0,0.0,0.323,0.0,0.033823529411764704
20393,1.0,debt_consolidation,NY,12500.0,0.1037,45000.0,11.55,2.0,0.0,0.667,0.0,0.2777777777777778
20394,11.0,home_improvement,MN,10000.0,0.1111,75000.0,20.53,3.0,0.0,0.439,0.0,0.13333333333333333
20396,5.0,other,NJ,10000.0,0.1037,38004.0,15.44,2.0,0.0,0.034,0.0,0.2631301968213872
20397,9.0,credit_card,CA,12692.4826680629,0.0729,48500.0,25.21,0.0,0.0,0.469,0.0,0.26804123711340205
20400,3.0,car,MI,9000.0,0.0766,86400.0,3.85,1.0,0.0,0.298,0.0,0.10416666666666667
20402,2.0,wedding,NJ,10975.0,0.1602,67000.0,8.87,1.0,0.0,0.751,0.0,0.16417910447761194
20403,5.0,debt_consolidation,NV,7200.0,0.0729,50000.0,16.15,0.0,0.0,0.0,0.0,0.144
20404,2.0,major_purchase,KY,5000.0,0.0542,85000.0,2.1,0.0,0.0,0.056,0.0,0.058823529411764705
20405,3.0,credit_card,TX,6975.0,0.0729,32769.0,7.29,0.0,0.0,0.495,0.0,0.21361652781592358
20406,1.0,credit_card,TX,1000.0,0.0963,25000.0,18.67,0.0,0.0,0.411,0.0,0.04
20408,5.0,credit_card,CA,7000.0,0.0579,42000.0,14.97,0.0,0.0,0.489,0.0,0.16666666666666666
20409,11.0,debt_consolidation,CA,15730.58,0.1454,55530.0,12.99,0.0,0.0,0.824,0.0,0.28813254096884566
20411,11.0,wedding,MA,14450.0,0.1111,51000.0,8.33,0.0,0.0,0.683,0.0,0.29411764705882354
20412,8.0,credit_card,VA,12775.0,0.0729,104000.0,20.0,0.0,0.0,0.246,0.0,0.12307692307692308
20413,2.0,debt_consolidation,MD,18000.0,0.1454,72000.0,6.63,0.0,0.0,0.417,0.0,0.25
20414,nan,credit_card,AR,1000.0,0.1,13728.0,23.34,0.0,1.0,0.615,0.0,0.07284382284382285
20415,0.0,debt_consolidation,LA,13400.0,0.1306,62040.0,18.84,3.0,0.0,0.418,0.0,0.21598968407479047
20416,6.0,car,CA,2400.0,0.0692,81504.0,24.88,2.0,0.0,0.354,0.0,0.02944640753828033
20417,11.0,home_improvement,MI,9575.0,0.0542,35500.0,21.13,0.0,0.0,0.069,0.0,0.2704225352112676
20418,1.0,other,NV,3000.0,0.1037,51996.0,3.25,0.0,0.0,0.512,0.0,0.05769674590353104
20419,8.0,home_improvement,MI,6800.0,0.0963,95000.0,17.72,0.0,0.0,0.751,0.0,0.07157894736842105
20421,6.0,medical,OK,9975.0,0.0766,30000.0,10.68,1.0,0.0,0.649,0.0,0.3333333333333333
20422,4.0,debt_consolidation,NC,6000.0,0.0766,47000.0,20.07,1.0,0.0,0.511,0.0,0.1276595744680851
20423,8.0,other,NC,2000.0,0.1074,86004.0,23.29,1.0,0.0,0.8,0.0,0.023254732338030788
20426,2.0,debt_consolidation,KY,14350.0,0.1,50000.0,13.03,0.0,0.0,0.755,0.0,0.288
20430,0.0,major_purchase,NC,1200.0,0.1037,36000.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
20432,11.0,debt_consolidation,TX,18000.0,0.1268,334000.0,19.95,0.0,0.0,0.93,0.0,0.05389221556886228
20433,4.0,debt_consolidation,IL,9950.0,0.0729,82000.0,17.06,0.0,0.0,0.867,0.0,0.12195121951219512
20434,2.0,debt_consolidation,FL,10000.0,0.0729,38400.0,2.78,0.0,0.0,0.085,0.0,0.2604166666666667
20435,5.0,debt_consolidation,NY,19450.0,0.1111,110000.0,6.65,0.0,0.0,0.527,0.0,0.18181818181818182
20436,2.0,credit_card,SC,2725.0,0.0963,27000.0,5.2,2.0,0.0,0.225,0.0,0.10092592592592593
20437,0.0,credit_card,CA,9000.0,0.0579,36000.0,14.9,0.0,0.0,0.761,0.0,0.25
20438,0.0,debt_consolidation,MA,5000.0,0.0692,40000.0,18.39,0.0,0.0,0.365,0.0,0.125
20439,2.0,medical,CO,9975.0,0.0766,64583.0,11.15,1.0,0.0,0.011,0.0,0.15483950884907793
20440,4.0,debt_consolidation,MA,4000.0,0.0729,37000.0,9.21,0.0,0.0,0.159,0.0,0.10810810810810811
20441,3.0,credit_card,CA,7475.0,0.1,150000.0,10.25,0.0,0.0,0.841,0.0,0.05
20443,6.0,debt_consolidation,CA,6300.0,0.1491,75000.0,6.08,0.0,0.0,0.958,0.0,0.084
20444,3.0,other,CA,4975.0,0.1074,132996.0,19.1,2.0,0.0,0.541,0.0,0.03759511564257571
20446,0.0,wedding,MA,4000.0,0.1074,31000.0,4.61,0.0,0.0,0.149,0.0,0.12903225806451613
20447,2.0,credit_card,NH,6000.0,0.1454,41196.0,23.24,1.0,0.0,0.951,0.0,0.14564520827264782
20448,3.0,debt_consolidation,NY,10200.0,0.1268,75000.0,17.71,1.0,0.0,0.88,0.0,0.136
20449,4.0,credit_card,PA,13975.0,0.1037,39000.0,17.14,0.0,0.0,0.6,0.0,0.358974358974359
20450,1.0,moving,CA,5000.0,0.1751,27911.52,9.59,0.0,0.0,0.142,0.0,0.17913750308116505
20451,1.0,other,FL,2000.0,0.0542,18000.0,1.0,0.0,0.0,0.057,0.0,0.1111111111111111
20454,4.0,debt_consolidation,PA,15125.0,0.1454,45324.0,15.83,1.0,0.0,0.825,0.0,0.3342599947047922
20455,2.0,small_business,AZ,11975.0,0.1788,57600.0,18.52,3.0,0.0,0.628,0.0,0.20833333333333334
20458,0.0,debt_consolidation,CA,7500.0,0.164,50000.0,13.34,0.0,0.0,0.953,0.0,0.15
20460,4.0,debt_consolidation,CT,9875.0,0.0729,30000.0,27.48,0.0,0.0,0.472,0.0,0.32916666666666666
20461,4.0,home_improvement,CA,8500.0,0.0963,21221.0,8.76,3.0,0.0,0.333,0.0,0.40054662833985205
20462,1.0,credit_card,NY,15250.0,0.1417,38272.0,21.26,1.0,0.0,0.269,0.0,0.3984636287625418
20463,0.0,debt_consolidation,OK,12000.0,0.1037,42000.0,19.83,2.0,0.0,0.643,0.0,0.2857142857142857
20464,2.0,major_purchase,TX,24225.0,0.1602,120000.0,14.65,2.0,0.0,0.456,0.0,0.20208333333333334
20465,7.0,debt_consolidation,WI,12000.0,0.1,60000.0,12.32,1.0,1.0,0.695,1.0,0.2
20466,11.0,debt_consolidation,MD,24225.0,0.164,60996.0,17.41,0.0,0.0,0.938,0.0,0.3975670535772838
20467,11.0,major_purchase,CO,3000.0,0.1602,84996.0,10.83,0.0,0.0,0.98,0.0,0.03529577862487646
20468,11.0,credit_card,MI,4500.0,0.0579,23000.0,19.15,2.0,0.0,0.152,0.0,0.1956521739130435
20469,11.0,small_business,TX,12000.0,0.0579,70000.0,4.2,0.0,0.0,0.06,0.0,0.17142857142857143
20470,4.0,credit_card,NV,11450.0,0.0729,25000.0,19.44,1.0,0.0,0.418,0.0,0.46
20471,0.0,debt_consolidation,MN,9975.0,0.0579,40000.0,14.55,0.0,0.0,0.314,0.0,0.25
20472,4.0,major_purchase,KS,8000.0,0.0579,48000.0,0.72,0.0,0.0,0.061,0.0,0.16666666666666666
20474,11.0,debt_consolidation,IL,15975.0,0.1111,92000.0,15.94,1.0,0.0,0.66,0.0,0.17391304347826086
20475,4.0,medical,OH,4800.0,0.1036,90000.0,19.31,2.0,1.0,0.499,1.0,0.05333333333333334
20476,3.0,other,CA,3600.0,0.1602,39772.0,2.87,1.0,0.0,0.918,0.0,0.09051594086291864
20477,9.0,debt_consolidation,NY,24500.0,0.1602,88000.0,14.78,1.0,0.0,0.811,0.0,0.2840909090909091
20479,2.0,car,CA,3000.0,0.1037,50000.0,9.58,0.0,0.0,0.835,0.0,0.06
20480,nan,credit_card,NJ,3500.0,0.1111,25000.0,12.67,0.0,0.0,0.305,0.0,0.14
20482,3.0,debt_consolidation,CA,7975.0,0.1037,87000.0,8.32,0.0,0.0,0.663,0.0,0.09195402298850575
20483,11.0,wedding,WA,19975.0,0.1306,100000.0,0.56,2.0,0.0,0.39,0.0,0.2
20484,0.0,debt_consolidation,CA,12950.0,0.0692,28800.0,16.96,0.0,0.0,0.204,0.0,0.4513888888888889
20487,11.0,other,WA,2000.0,0.1343,75000.0,10.59,1.0,1.0,0.95,0.0,0.02666666666666667
20488,2.0,other,GA,10000.0,0.1037,72000.0,6.62,0.0,0.0,0.375,0.0,0.1388888888888889
20489,0.0,other,MI,24500.0,0.1306,138000.0,4.14,0.0,0.0,0.658,0.0,0.18115942028985507
20490,2.0,major_purchase,CA,13575.0,0.1111,95000.0,9.11,1.0,0.0,0.0,0.0,0.1431578947368421
20494,3.0,debt_consolidation,CT,8000.0,0.1037,43000.0,5.53,0.0,0.0,0.779,0.0,0.18604651162790697
20497,2.0,home_improvement,CA,10000.0,0.0729,75000.0,0.72,1.0,0.0,0.021,0.0,0.13333333333333333
20498,9.0,other,LA,8950.0,0.1037,90400.0,8.12,2.0,0.0,0.552,0.0,0.10508849557522124
20502,1.0,other,NJ,10000.0,0.0579,90000.0,5.43,0.0,0.0,0.428,0.0,0.1111111111111111
20503,5.0,debt_consolidation,MA,8000.0,0.1074,40000.0,13.02,1.0,0.0,0.368,0.0,0.2
20504,11.0,debt_consolidation,IL,10000.0,0.138,42500.0,0.28,3.0,1.0,0.006,1.0,0.23529411764705882
20508,11.0,major_purchase,FL,5000.0,0.0579,64000.0,8.85,2.0,0.0,0.07,0.0,0.078125
20509,9.0,credit_card,CA,7725.0,0.0766,43000.0,18.56,1.0,0.0,0.678,0.0,0.18023255813953487
20511,0.0,wedding,IL,11950.0,0.0729,35000.0,10.35,1.0,0.0,0.209,0.0,0.34285714285714286
20512,6.0,debt_consolidation,CA,24450.0,0.1074,105000.0,9.65,0.0,0.0,0.293,0.0,0.23809523809523808
20514,11.0,debt_consolidation,UT,24950.0,0.164,62400.0,8.19,2.0,0.0,0.977,0.0,0.40064102564102566
20516,2.0,credit_card,NJ,14375.0,0.1074,100000.0,6.6,0.0,1.0,0.976,1.0,0.144
20518,6.0,home_improvement,TX,6500.0,0.0542,480000.0,0.09,0.0,0.0,0.196,0.0,0.013541666666666667
20521,6.0,debt_consolidation,NV,13500.0,0.1,36000.0,21.7,0.0,0.0,0.786,0.0,0.375
20523,11.0,small_business,CA,5000.0,0.0766,100000.0,3.19,0.0,0.0,0.451,0.0,0.05
20524,7.0,house,MI,9575.0,0.0579,88000.0,13.23,0.0,0.0,0.202,0.0,0.10909090909090909
20525,3.0,debt_consolidation,FL,3600.0,0.0963,60000.0,5.14,1.0,0.0,0.292,0.0,0.06
20526,1.0,small_business,CA,10000.0,0.0729,48000.0,15.05,1.0,0.0,0.389,0.0,0.20833333333333334
20527,4.0,credit_card,LA,19500.0,0.1111,83000.0,19.91,1.0,0.0,0.693,0.0,0.24096385542168675
20529,0.0,other,NY,6675.0,0.0766,12000.0,6.6,0.0,0.0,0.515,0.0,0.5583333333333333
20530,5.0,car,CA,10000.0,0.0579,90000.0,0.84,0.0,0.0,0.163,0.0,0.1111111111111111
20531,4.0,other,VA,12000.0,0.0729,140004.0,16.15,0.0,0.0,0.7,0.0,0.08571183680466272
20532,11.0,other,NY,2000.0,0.1074,53976.0,21.14,0.0,0.0,0.732,0.0,0.037053505261597744
20533,11.0,major_purchase,NY,8000.0,0.1343,58000.0,14.63,1.0,0.0,0.547,0.0,0.13793103448275862
20534,6.0,small_business,VA,24975.0,0.138,96000.0,1.48,3.0,0.0,0.25,0.0,0.2604166666666667
20535,0.0,other,TX,3000.0,0.0579,79272.0,11.69,2.0,0.0,0.737,0.0,0.037844383893430214
20536,11.0,debt_consolidation,NY,6000.0,0.1417,50000.0,17.83,2.0,1.0,0.493,1.0,0.12
20537,0.0,credit_card,AZ,11975.0,0.0692,49700.0,5.99,1.0,0.0,0.574,0.0,0.2414486921529175
20538,1.0,other,FL,1800.0,0.1,50004.0,18.93,1.0,0.0,0.177,0.0,0.03599712023038157
20542,11.0,debt_consolidation,NY,15000.0,0.164,47000.0,18.38,0.0,0.0,0.79,0.0,0.3191489361702128
20543,11.0,credit_card,NY,6000.0,0.0542,46200.0,26.62,0.0,0.0,0.101,0.0,0.12987012987012986
20544,1.0,debt_consolidation,IL,11450.0,0.0963,160000.0,4.14,4.0,0.0,0.013,0.0,0.075
20545,6.0,credit_card,NY,9925.0,0.1,40000.0,23.82,0.0,0.0,0.838,0.0,0.25
20546,2.0,credit_card,CA,10975.0,0.0729,51250.0,26.29,1.0,0.0,0.496,0.0,0.2146341463414634
20549,0.0,debt_consolidation,MD,19975.0,0.1037,170000.0,11.15,0.0,0.0,0.762,0.0,0.11764705882352941
20550,0.0,credit_card,MI,9975.0,0.0692,68700.0,16.54,0.0,0.0,0.485,0.0,0.14556040756914118
20551,8.0,credit_card,TX,6500.0,0.0579,76800.0,22.84,0.0,0.0,0.641,0.0,0.08463541666666667
20555,0.0,credit_card,MO,5200.0,0.1343,26000.0,17.77,2.0,0.0,0.679,0.0,0.2
20557,0.0,debt_consolidation,CA,19475.0,0.1111,75000.0,12.62,0.0,0.0,0.461,0.0,0.26666666666666666
20558,1.0,small_business,MA,7640.49228401239,0.0729,60000.0,4.86,0.0,0.0,0.0,0.0,0.14
20559,5.0,small_business,FL,10000.0,0.0766,85000.0,7.26,0.0,0.0,0.869,0.0,0.11764705882352941
20560,0.0,credit_card,DC,14000.0,0.1751,95000.0,9.37,0.0,0.0,0.98,0.0,0.14736842105263157
20562,0.0,medical,OK,3000.0,0.1111,41000.0,23.53,2.0,0.0,0.265,0.0,0.07317073170731707
20563,3.0,credit_card,CA,7000.0,0.0692,85000.0,2.56,0.0,0.0,0.296,0.0,0.08235294117647059
20564,nan,other,MN,7975.0,0.0692,54300.0,13.48,1.0,0.0,0.086,0.0,0.14732965009208104
20567,6.0,home_improvement,FL,20000.0,0.0617,100000.0,9.43,1.0,0.0,0.12,0.0,0.2
